ISBN_10,author,book_type,discounted_price,no_of_pages,original_price,published_date,publisher,title_of_book
9780748123070,David Sedaris,eBook,,160,$12.99,2010-08-05,ePUB,Santaland Diaries 
9780141917320,Helen Dunmore,eBook,,256,$15.99,2008-03-27,ePUB,Your Blue-Eyed Boy 
9780755359714,Andrea Levy,eBook,,422,$12.99,2009-04-30,ePUB,Small Island 
9780141964034,Nicci French,eBook,,384,$15.99,2013-06-20,ePUB,Waiting for Wednesday A Frieda Klein Novel (3)
9780241964262,"Philip K. Dick,Eric Brown",eBook,,272,$15.99,2012-08-02,ePUB,The Man in the High Castle 
9780751561418,Val McDermid,eBook,,400,$16.99,2015-08-27,ePUB,Splinter the Silence Tony Hill & Carol Jordan: Book 9
9781409003076,Eugene B Sledge,eBook,,352,$18.99,2010-07-07,ePUB,With the Old Breed The World War Two Pacific Classic
9780241987063,Hisham Matar,eBook,,128,$16.99,2019-10-17,ePUB,A Month in Siena 
9780575097766,Brandon Sanderson,eBook,,768,$11.99,2010-03-30,ePUB,The Hero of Ages Mistborn: Book 3
9780988776241,S.B. Alexander,eBook,,,$0.00,2014-10-16,Format,Dare to Kiss 
9781328545862,Kai-Fu Lee,eBook,,,$11.99,2018-09-25,Format,"AI Superpowers China, Silicon Valley, and the New World Order"
9780755120109,C.P. Snow,eBook,$9.99,338,$10.99,2015-10-01,ePUB,George Passant 
9780698163010,"Lexi Blake,Shayla Black",eBook,,,$6.99,2015-08-18,Format,Scandal Never Sleeps 
9780753550663,Ashlee Vance,eBook,,400,$18.99,2015-05-21,ePUB,Elon Musk How the Billionaire CEO of SpaceX and Tesla is Shaping our Future
9780007289431,Alistair MacLean,eBook,,448,$15.99,2008-09-04,ePUB,South by Java Head 
9781407039084,Andy McNab,eBook,,496,$15.99,2008-10-02,ePUB,Dark Winter (Nick Stone Book 6)
9780748130818,Jim Butcher,eBook,,416,$12.99,2012-11-29,ePUB,"Cold Days The Dresden Files, Book Fourteen"
9780141956527,Jane Green,eBook,,432,$15.99,2003-11-27,ePUB,Mr Maybe 
9781310410901,Kate Cullen,eBook,,,$0.00,2016-04-12,Format,Game on Boys! The Play Station Playoffs. 
9781448135608,Dilly Court,eBook,,480,$15.99,2014-06-19,ePUB,The Beggar Maid 
9780755387250,James Patterson,eBook,,329,$12.99,2011-06-23,ePUB,Roses are Red 
9781405919715,Battersea Dogs & Cats Home,eBook,,288,$14.99,2014-11-20,ePUB,Christmas at Battersea True Stories of Miracles and Hope
9780241968192,Emma Healey,eBook,,288,$15.99,2014-06-05,ePUB,Elizabeth is Missing 
9780141971575,Jill Murphy,eBook,,112,$9.99,2011-03-03,ePUB,The Worst Witch 
9780241335246,Stuart Russell,eBook,,352,$16.99,2019-10-08,ePUB,Human Compatible AI and the Problem of Control
9780861719969,"Bhikkhu Bodhi,His Holiness the Dalai Lama",eBook,,512,$9.99,2005-08-10,ePUB,In the Buddha's Words An Anthology of Discourses from the Pali Canon
9780463368831,Laura Briggs,eBook,,,$0.99,2019-07-26,Format,A Spirited Girl on Cornish Shores 
9780738717500,Michael Newton,eBook,$22.99,288,$27.86,2008-11-01,ePUB,Journey Of Souls: Case Studies Of Life Between Lives Case Studies of Life Between Lives
9780141930268,Alain de Botton,eBook,,272,$16.99,2003-05-29,ePUB,The Art of Travel 
9780674729018,"Peter C. Brown,Henry L. Roediger,Mark A. McDaniel",Hardcover,$39.75,336,$59.95,2014-04-14,Hardcover,Make It Stick The Science of Successful Learning
9780544602670,Andrés Reséndez,eBook,,448,$14.99,2016-04-12,ePUB,The Other Slavery The Uncovered Story of Indian Enslavement in America
9780141929774,William Boyd,eBook,,336,$15.99,2013-12-19,ePUB,The Blue Afternoon 
9781407059518,John Grisham,eBook,,752,$15.99,2010-04-21,ePUB,A Time To Kill 
9781370734337,Spooks,eBook,,,$1.80,2016-11-01,Format,Ashes to Ashes & Back 
9780748128181,Patricia Cornwell,eBook,,512,$11.99,2012-10-16,ePUB,The Bone Bed Kay Scarpetta Series : Book 20
9781250249463,Paul Cornell,eBook,$11.99,,$14.29,2024-03-26,Format,The Lights Go Out in Lychford 
9781408895207,Emma Forrest,eBook,$15.99,336,$18.39,2019-10-31,ePUB,Royals The Autumn Radio 2 Book Club Pick
9780241960387,Catherine Bailey,eBook,,480,$15.99,2012-11-01,ePUB,"The Secret Rooms A Castle Filled with Intrigue, a Plotting Duchess and a Mysterious Death"
9780463469149,Grayson Grave,eBook,,,$0.00,2018-09-28,Format,Etty Steele Vampire Hunter 
9780297859116,Barry Cryer,eBook,,256,$13.99,2009-12-17,ePUB,Butterfly Brain 
9781407097961,Donna Leon,eBook,,288,$15.99,2010-09-30,ePUB,A Noble Radiance Guido Brunetti: Book 7
9780141924540,"Eric Ambler,Mark Mazower",eBook,,240,$15.99,2009-05-28,ePUB,The Mask of Dimitrios 
9780463255414,RJ Parker,eBook,,,$0.00,2019-02-19,Format,Escaped Killer True Story of Serial Killer Allan Legere
9780141917115,J B Priestley,eBook,,304,$15.99,2001-03-29,ePUB,An Inspector Calls and Other Plays 
9780486113463,Nella Larsen,eBook,,112,$10.20,2012-02-06,ePUB,Passing 
9780136083252,Robert C. Martin,eText,,,$75.94,2008-08-01,Format,Clean Code A Handbook of Agile Software Craftsmanship
9780755350780,Martina Cole,eBook,,300,$11.99,2004-07-05,ePUB,The Know her child is missing but someone knows the truth
9781407057026,Mary Doria Russell,eBook,,512,$15.99,2010-02-23,ePUB,The Sparrow 
9780748116089,Jim Butcher,eBook,,432,$12.99,2010-03-04,ePUB,Grave Peril : Dresden Files Dresden Files : Book 3
9780997720112,Amelia Hutchins,eBook,,,$6.87,2019-01-01,Format,Becoming his Monster 
9781405910262,Sylvia Day,eBook,,352,$4.99,2012-10-02,ePUB,Reflected in You A Crossfire Novel
9780241242551,"Gabriel Weinberg,Justin Mares",eBook,,240,$18.99,2015-10-06,ePUB,Traction How Any Startup Can Achieve Explosive Customer Growth
9781407040929,Ben Elton,eBook,,448,$15.99,2008-12-26,ePUB,Gridlock 
9780374706449,Natalie Babbitt,eBook,$9.99,,$11.21,2010-09-17,Format,Tuck Everlasting 
9781407097626,Michael Crichton,eBook,,448,$15.99,2008-09-04,ePUB,"The Lost World The thrilling, must-read sequel to Jurassic Park"
9781407059013,John Grisham,eBook,,640,$15.99,2010-04-21,ePUB,The Client A gripping crime thriller from the Sunday Times bestselling author of mystery and suspense
9780718186791,C. F. Iggulden,eBook,,400,$15.99,2018-09-06,ePUB,Shiang Empire of Salt Book II
9780575096608,Charlaine Harris,eBook,,352,$11.99,2012-05-01,ePUB,Deadlocked : A True Blood Novel Sookie Stackhouse : Book 12
9780241961018,William Gibson,eBook,,496,$15.99,2014-11-20,ePUB,The Peripheral Now a major new TV series with Amazon Prime
9781310521195,Glenn Livingston,eBook,,,$0.00,2015-10-26,Format,Never Binge Again(tm) Reprogram Yourself to Think Like a Permanently Thin Person. Stop Overeating and Binge Eating and Stick to the Food Plan of Your Choice!
9780748122424,Anita Shreve,eBook,,272,$11.99,2013-11-12,ePUB,The Lives of Stella Bain 
9781407068039,R D Wingfield,eBook,,448,$15.99,2010-09-30,ePUB,Hard Frost (DI Jack Frost Book 4)
9781405938150,Sue Perkins,eBook,,400,$14.99,2018-10-18,ePUB,East of Croydon Travels through India and South East Asia inspired by her BBC 1 series 'The Ganges'
9780141966106,Ron Chernow,eBook,,896,$18.99,2010-12-02,ePUB,Washington A Life
9780755378456,Sheila O'Flanagan,Paperback,$22.95,464,$26.99,2015-05-12,Paperback,If You Were Me 
9780141910277,Lesley Pearse,eBook,,640,$15.99,2008-01-17,ePUB,Faith 
9780749020507,Anna Jacobs,eBook,$12.99,,$14.38,2018-06-21,Format,Peace Comes to Honeyfield From the multi-million copy bestselling author
9780748129102,J. R. Ward,eBook,,464,$11.99,2011-02-10,ePUB,Lover Awakened Number 3 in series
9780571288090,Dan Jones,eBook,$14.99,480,$16.49,2014-09-02,ePUB,The Hollow Crown The Wars of the Roses and the Rise of the Tudors
9780241985670,Tana French,eBook,,480,$15.99,2019-02-21,ePUB,The Wych Elm The Sunday Times bestseller
9780241958230,Simon Sinek,eBook,,256,$15.99,2011-10-06,ePUB,Start With Why The Inspiring Million-Copy Bestseller That Will Help You Find Your Purpose
9780141932651,Jonathan Safran Foer,eBook,,352,$15.99,2010-03-04,ePUB,Eating Animals 
9780141364063,Rick Riordan,eBook,,528,$12.99,2019-09-24,ePUB,The Tyrant's Tomb (The Trials of Apollo Book 4) 
9780748133543,Alex Gray,eBook,,432,$12.99,2011-10-06,ePUB,The Riverman Book 4 in the Sunday Times bestselling detective series
9780141920078,"Stella Gibbons,Lynne Truss",eBook,,256,$15.99,2006-10-26,ePUB,Cold Comfort Farm Penguin Classics
9780241004234,Nicholas Lovell,eBook,,30,$0.00,2013-10-03,ePUB,10 Ways to Make Money in a Free World 
9780463866795,Peter Darman,eBook,,,$6.33,2019-07-18,Format,Sarmatian 
9780297865186,Justine Pattison,eBook,,,$19.99,2013-03-14,Format,Freeze 120 delicious batch-cooking recipes for all the family
9781405915304,Jane Shemilt,eBook,,368,$15.99,2014-08-28,ePUB,Daughter The Gripping Sunday Times Bestselling Thriller and Richard & Judy Phenomenon
9780141959214,C.S. Forester,eBook,,272,$15.99,2006-10-05,ePUB,Flying Colours 
9781405919289,Mark Greaney,eBook,,688,$15.99,2014-12-04,ePUB,Tom Clancy's Full Force and Effect INSPIRATION FOR THE THRILLING AMAZON PRIME SERIES JACK RYAN
9780575097452,Brandon Sanderson,eBook,,656,$11.99,2011-08-11,ePUB,Elantris A Cosmere Novel
9780755377770,Victoria Hislop,eBook,,360,$11.99,2011-10-27,ePUB,The Thread 'Storytelling at its best' from million-copy bestseller Victoria Hislop
9780718196370,Conn Iggulden,eBook,,432,$14.99,2014-09-25,ePUB,Trinity The Wars of the Roses (Book 2)
9780446392303,John E. Sarno M.D.,Paperback,,208,$31.50,1991-02-01,Paperback,Healing Back Pain The Mind-Body Connection
9780755371549,Martina Cole,eBook,,300,$11.99,2009-10-29,ePUB,Hard Girls An unputdownable serial killer thriller
9780748126323,Dr Sue Johnson,eBook,,320,$15.99,2011-02-03,ePUB,Hold Me Tight Your Guide to the Most Successful Approach to Building Loving Relationships
9780340748275,Anna Jacobs,Paperback,,416,$24.40,2001-02-01,Paperback,Lancashire Lass 
9780241977576,Deborah Levy,eBook,,208,$14.99,2018-04-05,ePUB,The Cost of Living Living Autobiography 2
9781407005416,Karin Slaughter,eBook,,176,$15.99,2008-12-26,ePUB,Martin Misunderstood 
9780241967553,Dave Eggers,eBook,,320,$15.99,2013-10-10,ePUB,The Circle 
9780804151412,"James A. Michener,Steve Berry",eBook,$20.99,,$25.70,2014-01-21,Format,Texas A Novel
9780141960777,Eva Fraser,eBook,,160,$14.99,2000-01-01,ePUB,Eva Fraser's Facial Workout Look Fifteen Years Younger with this Easy Daily Routine
9781101626481,Karen White,eBook,$16.99,352,$20.57,2014-01-07,ePUB,Return to Tradd Street 
9780297860709,Antony Beevor,eBook,,736,$19.99,2012-06-07,ePUB,The Second World War 
9780241341155,Cal Newport,eBook,,184,$15.99,2019-02-05,ePUB,Digital Minimalism Choosing a Focused Life in a Noisy World
9781101539705,"Vicki Robin,Joe Dominguez,Mr. Money Mustache",eBook,$17.99,368,$22.29,2008-12-10,ePUB,Your Money or Your Life 9 Steps to Transforming Your Relationship with Money and Achieving Financial Independence: Fully Revised and Updated for 2018
9780857863607,"Nan Shepherd,Robert Macfarlane,Jeanette Winterson",eBook,$16.99,108,$21.08,2008-11-15,ePUB,The Living Mountain A Celebration of the Cairngorm Mountains of Scotland
9780755373208,Karen Rose,eBook,,300,$11.99,2009-12-10,ePUB,Don't Tell (The Chicago Series Book 1) 
9780141967455,John le Carré,eBook,,192,$15.99,2011-05-26,ePUB,A Murder of Quality George Smiley: Book 2
9780141978628,Bessel van der Kolk,eBook,,256,$18.99,2014-09-25,ePUB,"The Body Keeps the Score Brain, Mind, and Body in the Healing of Trauma"
9780857083739,"Andy Cope,Andy Whittaker",eBook,,216,$16.99,2016-05-18,ePUB,The Art of Being Brilliant Transform Your Life by Doing What Works For You
9780141911540,David Goldblatt,eBook,,992,$19.99,2007-08-30,ePUB,The Ball is Round A Global History of Football
9780141918440,Nicci French,eBook,,448,$15.99,2008-03-06,ePUB,The Red Room With a new introduction by Peter James
9781405927154,"Tom Fletcher,Giovanna Fletcher",eBook,,400,$15.99,2018-05-31,ePUB,"Eve of Man Eve of Man Trilogy, Book 1"
9780241974544,Bill Bryson,eBook,,256,$15.99,2015-06-02,ePUB,Troublesome Words 
9781370889785,Laura Briggs,eBook,,,$0.99,2017-04-03,Format,A Manor in Cornwall 
9780241966174,Spike Milligan,eBook,,208,$14.99,2012-12-13,ePUB,'Rommel?' 'Gunner Who?' A Confrontation in the Desert
9780857076748,Rachel Renee Russell,eBook,,288,$9.99,2011-12-22,ePUB,Dork Diaries 
9780486811246,Lucius Annaeus Seneca,Paperback,$25.40,496,$29.99,2017-01-27,Paperback,Seneca'S Letters from a Stoic 
9780857896766,Robert Fabbri,eBook,,300,$5.99,2012-05-01,ePUB,Rome's Executioner VESPASIAN II
9780786747429,Susan J. Elliott,eBook,,272,$13.99,2009-05-05,ePUB,Getting Past Your Breakup How to Turn a Devastating Loss into the Best Thing That Ever Happened to You
9780748109289,Patricia Cornwell,eBook,,400,$11.99,2008-09-04,ePUB,Book Of The Dead 
9781405918664,Nicci French,eBook,,320,$15.99,2018-07-12,ePUB,Day of the Dead A Frieda Klein Novel (8)
9781407054735,Tess Gerritsen,eBook,,448,$15.99,2010-06-24,ePUB,The Killing Place A chilling and riveting thriller in the Rizzoli & Isles series from the Sunday Times bestselling author
9780571321834,Joanna Kavenna,eBook,$11.99,288,$13.19,2019-07-02,ePUB,Zed 
9781405918800,Marian Keyes,eBook,,656,$15.99,2020-02-06,ePUB,Grown Ups An absorbing page-turner from Sunday Times bestselling author Marian Keyes
9780141908335,"Miguel Cervantes,John Rutherford",eBook,,1056,$14.99,2003-01-30,ePUB,Don Quixote Penguin Classics
9780241327746,Cressida Connolly,eBook,,304,$15.99,2018-06-07,ePUB,After the Party 
9780842308243,Alfred Lansing,Paperback,,272,$32.75,1999-05-01,Paperback,Endurance Shackleton's Incredible Voyage
9780345534460,Barbara O'Neal,eBook,$10.99,,$11.99,2012-04-17,Format,The Garden of Happy Endings A Novel
9780575105843,Brandon Sanderson,eBook,,336,$12.99,2011-11-10,ePUB,The Alloy of Law Mistborn: Book 4
9780755394586,Adele Parks,eBook,,368,$11.99,2012-03-29,ePUB,Husbands One little lie from the past is about to come back in a very BIG way...
9780748113293,Margaret Atwood,eBook,,432,$11.99,2009-09-03,ePUB,Cat's Eye 
9781101609798,C. S. Harris,eBook,$10.99,352,$11.72,2015-03-03,ePUB,Who Buries the Dead A Sebastian St. Cyr Mystery
9781405933131,Jane Fallon,eBook,,448,$15.99,2019-01-10,ePUB,"Tell Me a Secret 'Brilliant, with completely unexpected twists' Gill Sims, author of Why Mummy Drinks"
9780748122974,James S. A. Corey,eBook,,448,$11.99,2012-06-07,ePUB,Caliban's War Expanse: Book 2
9780755379958,Neil Gaiman,eBook,,271,$11.99,2010-11-11,ePUB,Neverwhere 
9781405518055,Daphne du Maurier,eBook,,320,$12.99,2012-06-07,ePUB,Jamaica Inn The thrilling gothic classic from the beloved author of REBECCA
9781401954741,Tosha Silver,eBook,$15.99,,$19.06,2019-02-05,Format,It's Not Your Money How to Live Fully from Divine Abundance
9780755380022,Neil Gaiman,eBook,,300,$12.99,2010-09-30,ePUB,Stardust 
9781405942386,Mike Maden,eBook,,400,$14.99,2019-06-13,ePUB,Tom Clancy's Enemy Contact 
9780575123151,Terry Pratchett,eBook,,160,$11.99,2012-12-20,ePUB,Eric Discworld: The Unseen University Collection
9780141962306,Rick Riordan,eBook,,368,$12.99,2009-05-05,ePUB,Percy Jackson and the Last Olympian 
9781101620380,Maya Banks,eBook,$9.99,1,$10.27,2013-04-02,ePUB,Fever 
9780307952219,Rich Roll,eBook,$20.99,,$25.70,2012-05-22,Format,"Finding Ultra, Revised and Updated Edition Rejecting Middle Age, Becoming One of the World's Fittest Men, and Discovering Myself"
9781405909730,Mary Burton,eBook,,432,$15.99,2013-03-14,ePUB,The 7th Victim 
9780141986395,Fumio Sasaki,eBook,,288,$15.99,2017-04-11,ePUB,"Goodbye, Things On Minimalist Living"
9780241334157,Michelle Obama,eBook,,400,$16.99,2018-11-13,ePUB,Becoming The Sunday Times Number One Bestseller
9780544838307,Melissa Hartwig Urban,eBook,,,$12.99,2016-10-04,Format,"The Whole30's Food Freedom Forever Letting Go of Bad Habits, Guilt, and Anxiety Around Food"
9780297869887,Henry Marsh,eBook,,320,$11.99,2014-03-13,ePUB,"Do No Harm Stories of Life, Death and Brain Surgery"
9780749020200,Anna Jacobs,eBook,$12.99,300,$14.38,2016-02-16,ePUB,A Stranger in Honeyfield From the multi-million copy bestselling author
9780698190214,Jackson MacKenzie,eBook,$20.99,,$25.70,2015-09-01,Format,"Psychopath Free (Expanded Edition) Recovering from Emotionally Abusive Relationships With Narcissists, Sociopaths, and Other Toxic People"
9780575088078,Patrick Rothfuss,eBook,,1008,$12.99,2011-03-01,ePUB,The Wise Man's Fear Kingkiller Chronicles: Book 2
9781405520591,Alexander McCall Smith,eBook,,256,$11.99,2013-10-03,ePUB,The Minor Adjustment Beauty Salon No. 1 Ladies Detective Agency: Book 14
9780755393954,Simon Scarrow,eBook,,448,$11.99,2014-10-09,ePUB,Brothers in Blood (Eagles of the Empire 13) Cato & Macro: Book 13
9780748112555,Stephenie Meyer,eBook,,768,$11.99,2009-02-26,ePUB,Breaking Dawn Twilight Saga: Book 4
9781407070605,Donna Leon,eBook,,352,$15.99,2010-05-25,ePUB,Through a Glass Darkly Guido Brunetti: Book 15
9780748112562,Brent Weeks,eBook,,736,$12.99,2009-06-11,ePUB,Beyond The Shadows Book 3 of the Night Angel
9780141903736,Lesley Pearse,eBook,,704,$15.99,2006-07-06,ePUB,Charlie 
9780544464964,Jenna Helwig,eBook,$23.99,208,$29.69,2024-02-27,ePUB,"Real Baby Food Easy, All-Natural Recipes for Your Baby and Toddler"
9780141914732,"Clive Cussler,Craig Dirgo",eBook,,544,$14.99,2012-07-05,ePUB,Golden Buddha Oregon Files #1
9780748128624,Trudi Canavan,eBook,,592,$12.99,2012-08-02,ePUB,The Traitor Queen The Traitor Spy Trilogy : Book 3
9780141923475,"Susan Shillinglaw,John Steinbeck",eBook,,144,$15.99,2000-09-07,ePUB,Of Mice and Men 
9780722538074,Leil Lowndes,Paperback,$21.75,352,$24.99,1999-04-28,Paperback,How to Talk to Anyone 92 Little Tricks for Big Success in Relationships
9781407086767,Graham Greene,eBook,,160,$15.99,2010-10-02,ePUB,The Third Man and the Fallen Idol 
9780988564107,Jordan L. Hawk,eBook,,,$6.99,2012-12-03,Format,Widdershins 
9780241985427,Salley Vickers,eBook,,400,$15.99,2019-11-07,ePUB,Grandmothers 
9780571301751,Bernard Connolly,eBook,$11.99,480,$13.19,2013-01-15,ePUB,The Rotten Heart of Europe 
9780297859147,Vera Brittain,eBook,,608,$12.99,2009-07-16,ePUB,Testament of Youth An unforgettable true story of love and loss in World War I
9781405522519,"Vidyamala Burch,Dr Danny Penman",eBook,,288,$15.99,2013-09-05,ePUB,"Mindfulness for Health A practical guide to relieving pain, reducing stress and restoring wellbeing"
9780463163801,Nancey Cummings,eBook,,,$5.99,2019-07-29,Format,Pulled by the Tail Celestial Mates
9780297870142,Danny Baker,eBook,,288,$12.99,2017-10-05,ePUB,Going on the Turn Being the Extraordinary Stories of My Life and Dodging Death's Door
9780575099968,Dan Simmons,eBook,,480,$12.99,2010-08-05,ePUB,Hyperion 
9781407070643,Lee Child,eBook,,576,$16.99,2008-09-04,ePUB,Without Fail Jack Reacher: Book 6
9780698181502,Anna Lee Huber,eBook,$10.99,,$11.72,2015-07-07,Format,A Study in Death 
9780141991450,Extinction Rebellion,eBook,,160,$14.99,2019-06-13,ePUB,This Is Not A Drill An Extinction Rebellion Handbook
9780141369808,Robin Stevens,eBook,,352,$9.99,2016-02-25,ePUB,Arsenic For Tea A Murder Most Unladylike Mystery
9780748125944,David Sedaris,eBook,,272,$12.99,2010-09-16,ePUB,Dress Your Family In Corduroy And Denim 
9781405921732,Jack Grimwood,eBook,,400,$15.99,2018-05-17,ePUB,Nightfall Berlin 'For those who enjoy vintage Le Carre' Ian Rankin
9780748118939,Patricia Cornwell,eBook,,512,$11.99,2011-11-26,ePUB,Red Mist 
9780241410745,Naomi Klein,eBook,,224,$18.99,2019-09-17,ePUB,On Fire The Burning Case for a Green New Deal
9780718184919,Pittacus Lore,eBook,,352,$15.99,2016-07-14,ePUB,United As One Lorien Legacies Book 7
9780575086005,Scott Lynch,eBook,,544,$12.99,2008-09-18,ePUB,The Lies of Locke Lamora The deviously twisty fantasy adventure you will not want to put down
9780241304433,"Georges Simenon,Ros Schwartz",eBook,,160,$15.99,2020-01-09,ePUB,Maigret and Monsieur Charles Inspector Maigret #75
9781328508317,Oliver Potzsch,Paperback,,512,$37.67,2018-05-29,Paperback,Council of Twelve 
9780748121755,J.D. Robb,eBook,,320,$11.99,2010-10-07,ePUB,Naked in Death In Death: Book 1
9780141923642,Mohsin Hamid,eBook,,224,$15.99,2008-04-24,ePUB,The Reluctant Fundamentalist 
9780985228736,Liliana Hart,eBook,,,$10.99,2012-10-27,Format,A Dirty Shame 
9781407059457,John Grisham,eBook,,496,$15.99,2010-04-21,ePUB,The Runaway Jury A gripping legal thriller from the Sunday Times bestselling author
9780698136779,Ilona Andrews,eBook,$11.99,,$14.66,2015-08-04,Format,Magic Shifts 
9780141925073,Nick Hornby,eBook,,256,$15.99,2005-05-05,ePUB,High Fidelity 
9780307489609,Lawrence J. Cohen,eBook,$19.99,,$23.99,2008-11-19,Format,"Playful Parenting An Exciting New Approach to Raising Children That Will Help You Nurture Close Connections, Solve Behavior Problems, and Encourage Confidence"
9780575099913,"Andrzej Sapkowski,Danusia Stok",eBook,,288,$12.99,2010-08-19,ePUB,The Last Wish The bestselling book which inspired season 1 of Netflix's The Witcher
9780748116676,Trudi Canavan,eBook,,592,$8.99,2010-01-07,ePUB,The Novice Book 2 of the Black Magician
9780141190662,"Jay Parini,John Steinbeck",eBook,,240,$15.99,2001-03-01,ePUB,Travels with Charley In Search of America
9780748132003,Christopher Brookmyre,eBook,,512,$12.99,2011-06-16,ePUB,A Big Boy Did It And Ran Away 
9780141904757,Marian Keyes,eBook,,608,$15.99,2007-02-08,ePUB,Anybody Out There 
9780748115457,"Robert Jordan,Brandon Sanderson",eBook,,672,$12.99,2010-10-07,ePUB,The Gathering Storm Wheel of Time: Book 12
9780141398211,Penguin Books Ltd,eBook,,80,$4.99,2015-02-26,ePUB,Three Tang Dynasty Poets 
9780748116119,Jim Butcher,eBook,,464,$11.99,2010-03-04,ePUB,"Blood Rites The Dresden Files, Book Six"
9781407039176,Andy McNab,eBook,,512,$15.99,2008-10-02,ePUB,Remote Control (Nick Stone Book 1)
9781405528733,Kate Staples,eBook,,96,$9.99,2013-06-06,ePUB,Burn Fat Fast The alternate-day low-GL diet plan
9780575104419,Frank Herbert,eBook,,624,$11.99,2010-12-30,ePUB,Dune The inspiration for the blockbuster film
9781509862344,Ken Follett,Paperback,$19.75,464,$21.99,2019-05-28,Paperback,The Man From St Petersburg 
9780751567779,Nicholas Sparks,eBook,,320,$11.99,2018-10-16,ePUB,Every Breath A captivating story of enduring love from the author of The Notebook
9780670923182,Simon Sinek,eBook,,256,$16.99,2014-01-09,ePUB,Leaders Eat Last Why Some Teams Pull Together and Others Don't
9780241187159,Ian Kershaw,eBook,,400,$19.99,2015-09-24,ePUB,"To Hell and Back Europe, 1914-1949"
9781351624534,Alex Quigley,eText,,,$36.29,2018-04-06,Format,Closing the Vocabulary Gap 
9780748115686,Simon Mawer,eBook,,416,$11.99,2009-08-20,ePUB,The Glass Room Shortlisted for the Booker Prize
9781405523134,Val McDermid,eBook,,416,$11.99,2014-09-11,ePUB,The Skeleton Road Karen Pirie : Book 3
9780857072900,Sophie McKenzie,eBook,,1,$10.99,2011-09-15,ePUB,"Sister, Missing "
9780141903958,Arthur Miller,eBook,,112,$10.99,2013-05-03,ePUB,Death of a Salesman Certain Private Conversations in Two Acts and a Requiem
9780718159023,Lesley Pearse,eBook,,512,$15.99,2013-02-14,ePUB,Forgive Me One mother's hidden past. Her daughter's life changed forever . . .
9780241235973,"Carlo Rovelli,Simon Carnell,Erica Segre",eBook,,96,$14.99,2015-09-24,ePUB,Seven Brief Lessons on Physics 
9781407047966,Malorie Blackman,eBook,,512,$12.99,2008-12-26,ePUB,Noughts & Crosses Book 1
9780141927589,Robert Swindells,eBook,,144,$12.99,2005-01-27,ePUB,Stone Cold 
9780857208996,Milly Johnson,eBook,,416,$9.99,2012-10-25,ePUB,A Winter Flame 
9780995105003,Emily Larkin,eBook,,,$7.99,2017-12-05,Format,Lady Isabella's Ogre 
9780857207500,Philippa Gregory,eBook,,464,$13.99,2012-08-16,ePUB,The Kingmaker's Daughter Cousins' War 4
9780486132532,Henry David Thoreau,eBook,,224,$1.45,2012-03-22,ePUB,"Walden; Or, Life in the Woods "
9781310514760,Griff Hosker,eBook,,,$8.15,2015-05-14,Format,Viking Slave 
9780141924649,"Eric Ambler,Norman Stone",eBook,,224,$15.99,2009-05-28,ePUB,Journey into Fear 
9780748110193,Nora Roberts,eBook,,544,$12.99,2008-10-02,ePUB,Northern Lights 
9780349004594,Sarah Waters,eBook,,576,$12.99,2014-08-28,ePUB,The Paying Guests shortlisted for the Women's Prize for Fiction
9780241958346,Ruth Goodman,eBook,,400,$15.99,2013-06-27,ePUB,How to be a Victorian 
9780007287758,Peter V. Brett,eBook,,544,$12.99,2009-01-08,ePUB,"The Painted Man (The Demon Cycle, Book 1) "
9780983720201,Bella Andre,eBook,,115,$0.00,2012-04-11,ePUB,"The Look Of Love The Sullivans, Book 1"
9780759518162,Robert Dugoni,eBook,,300,$17.99,2007-02-14,ePUB,Damage Control 
9780544963429,Jenna Helwig,eBook,,208,$26.99,2018-03-13,ePUB,"Baby-Led Feeding A Natural Way to Raise Happy, Independent Eaters"
9780141959153,C.S. Forester,eBook,,576,$15.99,2000-01-01,ePUB,"Captain Hornblower R.N. Hornblower and the 'Atropos', The Happy Return, A Ship of the Line"
9780748109531,Mark Billingham,eBook,,432,$12.99,2008-09-04,ePUB,Sleepyhead 
9781405517843,Nora Roberts,eBook,,352,$16.99,2014-03-25,ePUB,Shadow Spell Cousins O’Dwyer : Book 2
9780768413793,Robert Henderson,Paperback,,192,$28.50,2017-03-21,Paperback,Unlocking Destinies From the Courts of Heaven Leader's Guide Dissolving Curses That Delay and Deny Our Futures
9780575097742,Brandon Sanderson,eBook,,672,$11.99,2010-03-30,ePUB,The Final Empire Mistborn: Book 1
9780748129270,Seth Godin,eBook,,96,$11.99,2011-02-03,ePUB,The Dip The extraordinary benefits of knowing when to quit (and when to stick)
9780486113241,"John Milton,John A. Himes",eBook,,480,$1.45,2012-04-06,ePUB,Paradise Lost 
9781405930628,Gareth Rubin,eBook,,400,$15.99,2019-04-18,ePUB,Liberation Square 
9781408894811,George Saunders,Paperback,$20.40,288,$22.99,2017-12-01,Paperback,Tenth of December 
9780812984835,"Edward Gibbon,Gian Battista Piranesi,Daniel J. Boorstin",eBook,$21.99,,$27.42,2013-01-28,Format,Decline and Fall of the Roman Empire The Modern Library Collection (Complete and Unabridged)
9780241410967,Scarlett Curtis,eBook,,576,$12.99,2019-10-03,ePUB,It's Not OK to Feel Blue (and other lies) Inspirational people open up about their mental health
